Date,Open,High,Low,Close,Adj Close,Volume
2018-06-27,112500.000000,113500.000000,110000.000000,111000.000000,111000.000000,311174
2018-06-28,110000.000000,112500.000000,109000.000000,111500.000000,111500.000000,221308
2018-06-29,113000.000000,115500.000000,112000.000000,114500.000000,114500.000000,579530
2018-07-02,115500.000000,116500.000000,111500.000000,111500.000000,111500.000000,415693
2018-07-03,113500.000000,115000.000000,112500.000000,114000.000000,114000.000000,314988
2018-07-04,114500.000000,118000.000000,114000.000000,117000.000000,117000.000000,846154
2018-07-05,117000.000000,118500.000000,115500.000000,116500.000000,116500.000000,348243
2018-07-06,116500.000000,117000.000000,113000.000000,114500.000000,114500.000000,383082
2018-07-09,114500.000000,117500.000000,114500.000000,117500.000000,117500.000000,394098
2018-07-10,117500.000000,118000.000000,116000.000000,117000.000000,117000.000000,222321
2018-07-11,116000.000000,117000.000000,115000.000000,116500.000000,116500.000000,250313
2018-07-12,117000.000000,118000.000000,115500.000000,117500.000000,117500.000000,444272
2018-07-13,118000.000000,119000.000000,116500.000000,118000.000000,118000.000000,302155
2018-07-16,118000.000000,118500.000000,115500.000000,116500.000000,116500.000000,236711
2018-07-17,116000.000000,116500.000000,113500.000000,114000.000000,114000.000000,372754
2018-07-18,115000.000000,116500.000000,112000.000000,113000.000000,113000.000000,351263
2018-07-19,113000.000000,115500.000000,112500.000000,114000.000000,114000.000000,267375
2018-07-20,114000.000000,115500.000000,113000.000000,115000.000000,115000.000000,184967
2018-07-23,115000.000000,117000.000000,113500.000000,115500.000000,115500.000000,346894
2018-07-24,115500.000000,118000.000000,115000.000000,117000.000000,117000.000000,502533
2018-07-25,117500.000000,118000.000000,116000.000000,118000.000000,118000.000000,310394
2018-07-26,118000.000000,118500.000000,116000.000000,117500.000000,117500.000000,262125
2018-07-27,117500.000000,120000.000000,116500.000000,119500.000000,119500.000000,568921
2018-07-30,118500.000000,119000.000000,116000.000000,116500.000000,116500.000000,308410
2018-07-31,115000.000000,116000.000000,111500.000000,112500.000000,112500.000000,654749
2018-08-01,112500.000000,113500.000000,111500.000000,112500.000000,112500.000000,276459
2018-08-02,112500.000000,115000.000000,111000.000000,111000.000000,111000.000000,311779
2018-08-03,111500.000000,113000.000000,111500.000000,113000.000000,113000.000000,169521
2018-08-06,113500.000000,114500.000000,112500.000000,113500.000000,113500.000000,189971
2018-08-07,114000.000000,120000.000000,113000.000000,120000.000000,120000.000000,742353
2018-08-08,122000.000000,124500.000000,118000.000000,119000.000000,119000.000000,1216684
2018-08-09,121000.000000,126000.000000,119500.000000,125500.000000,125500.000000,1622449
2018-08-10,125500.000000,129500.000000,124000.000000,128000.000000,128000.000000,1269641
2018-08-13,126500.000000,127500.000000,122500.000000,124000.000000,124000.000000,636617
2018-08-14,125000.000000,128500.000000,123000.000000,127500.000000,127500.000000,518080
2018-08-16,124500.000000,128000.000000,124000.000000,127500.000000,127500.000000,478674
2018-08-17,128500.000000,129000.000000,126500.000000,127000.000000,127000.000000,327327
2018-08-20,127000.000000,128000.000000,124000.000000,124500.000000,124500.000000,328660
2018-08-21,125000.000000,126500.000000,124000.000000,124000.000000,124000.000000,353528
2018-08-22,125500.000000,125500.000000,122500.000000,124500.000000,124500.000000,333939
2018-08-23,125000.000000,126000.000000,123500.000000,125500.000000,125500.000000,292057
2018-08-24,125000.000000,125000.000000,123000.000000,124000.000000,124000.000000,283256
2018-08-27,124000.000000,128000.000000,124000.000000,128000.000000,128000.000000,588666
2018-08-28,127000.000000,127500.000000,123500.000000,125500.000000,125500.000000,480764
2018-08-29,125000.000000,127500.000000,124000.000000,126500.000000,126500.000000,750163
2018-08-30,126500.000000,128000.000000,125500.000000,126500.000000,126500.000000,313774
2018-08-31,124000.000000,125500.000000,123000.000000,125000.000000,125000.000000,431909
2018-09-03,125000.000000,125500.000000,121000.000000,121500.000000,121500.000000,460200
2018-09-04,121500.000000,123000.000000,120500.000000,122000.000000,122000.000000,268355
2018-09-05,122000.000000,123500.000000,121000.000000,121000.000000,121000.000000,215419
2018-09-06,121500.000000,122000.000000,119000.000000,120000.000000,120000.000000,299195
2018-09-07,120000.000000,120500.000000,118500.000000,120000.000000,120000.000000,206174
2018-09-10,119000.000000,120500.000000,118500.000000,119000.000000,119000.000000,216152
2018-09-11,118500.000000,118500.000000,116000.000000,116500.000000,116500.000000,424870
2018-09-12,116500.000000,120500.000000,116500.000000,120000.000000,120000.000000,344739
2018-09-13,121000.000000,122000.000000,119500.000000,121000.000000,121000.000000,407528
2018-09-14,120500.000000,121000.000000,118500.000000,120000.000000,120000.000000,287642
2018-09-17,120500.000000,121500.000000,118000.000000,121500.000000,121500.000000,359811
2018-09-18,122000.000000,122500.000000,120000.000000,120500.000000,120500.000000,384132
2018-09-19,121000.000000,121000.000000,116500.000000,117000.000000,117000.000000,664304
2018-09-20,118000.000000,119500.000000,117000.000000,117500.000000,117500.000000,308838
2018-09-21,121500.000000,123500.000000,118500.000000,118500.000000,118500.000000,667099
2018-09-27,119000.000000,121000.000000,119000.000000,120500.000000,120500.000000,275536
2018-09-28,120000.000000,120500.000000,119000.000000,119000.000000,119000.000000,229927
2018-10-01,120000.000000,123500.000000,119500.000000,119500.000000,119500.000000,368677
2018-10-02,120500.000000,121000.000000,114500.000000,115500.000000,115500.000000,615909
2018-10-04,114500.000000,115500.000000,111000.000000,112000.000000,112000.000000,603136
2018-10-05,110500.000000,111500.000000,108500.000000,109000.000000,109000.000000,479642
2018-10-08,107500.000000,110500.000000,107500.000000,107500.000000,107500.000000,187871
2018-10-10,106500.000000,108500.000000,104000.000000,104000.000000,104000.000000,516278
2018-10-11,100000.000000,102000.000000,98500.000000,98500.000000,98500.000000,957608
2018-10-12,98500.000000,102000.000000,97600.000000,101000.000000,101000.000000,537122
2018-10-15,101000.000000,102000.000000,99200.000000,99300.000000,99300.000000,219792
2018-10-16,99300.000000,101000.000000,99300.000000,100500.000000,100500.000000,183949
2018-10-17,103000.000000,103000.000000,100000.000000,100500.000000,100500.000000,302780
2018-10-18,100000.000000,101500.000000,99700.000000,100500.000000,100500.000000,173176
2018-10-19,100000.000000,102000.000000,99100.000000,101000.000000,101000.000000,268396
2018-10-22,101500.000000,104000.000000,100500.000000,102500.000000,102500.000000,208316
2018-10-23,102500.000000,103500.000000,100000.000000,100500.000000,100500.000000,194001
2018-10-24,101000.000000,101500.000000,98900.000000,99200.000000,99200.000000,312593
2018-10-25,97300.000000,97300.000000,92000.000000,94200.000000,94200.000000,1024715
2018-10-26,95000.000000,95500.000000,89900.000000,90900.000000,90900.000000,653419
2018-10-29,89900.000000,92400.000000,87200.000000,87600.000000,87600.000000,599252
2018-10-30,86000.000000,91100.000000,86000.000000,90500.000000,90500.000000,521229
2018-10-31,90900.000000,92800.000000,89700.000000,91600.000000,91600.000000,336787
2018-11-01,92000.000000,95600.000000,91900.000000,93100.000000,93100.000000,372853
2018-11-02,95200.000000,98500.000000,94100.000000,98200.000000,98200.000000,409600
2018-11-05,97000.000000,97400.000000,94700.000000,95500.000000,95500.000000,339846
2018-11-06,95700.000000,97500.000000,95000.000000,96600.000000,96600.000000,195992
2018-11-07,97100.000000,97700.000000,95200.000000,95600.000000,95600.000000,269320
2018-11-08,97900.000000,102000.000000,97800.000000,100000.000000,100000.000000,644793
2018-11-09,100000.000000,102000.000000,98700.000000,100500.000000,100500.000000,292309
2018-11-12,101000.000000,101500.000000,100000.000000,101000.000000,101000.000000,201208
2018-11-13,98800.000000,101500.000000,98700.000000,101500.000000,101500.000000,278476
2018-11-14,102500.000000,104000.000000,101500.000000,103000.000000,103000.000000,281601
2018-11-15,102500.000000,104000.000000,101500.000000,104000.000000,104000.000000,170612
2018-11-16,105000.000000,106000.000000,102000.000000,102500.000000,102500.000000,206149
2018-11-19,102500.000000,107500.000000,102500.000000,107000.000000,107000.000000,346393
2018-11-20,106500.000000,107500.000000,105000.000000,107000.000000,107000.000000,234825
2018-11-21,105000.000000,107500.000000,104500.000000,107500.000000,107500.000000,206018
2018-11-22,107000.000000,107500.000000,106000.000000,106500.000000,106500.000000,143409
2018-11-23,107000.000000,109500.000000,106000.000000,108000.000000,108000.000000,242633
2018-11-26,107500.000000,113000.000000,107500.000000,112500.000000,112500.000000,460406
2018-11-27,113000.000000,114000.000000,110000.000000,110500.000000,110500.000000,270808
2018-11-28,111500.000000,113000.000000,111000.000000,112000.000000,112000.000000,185906
2018-11-29,113000.000000,114000.000000,111000.000000,112000.000000,112000.000000,263008
2018-11-30,112000.000000,113000.000000,111500.000000,112500.000000,112500.000000,346553
2018-12-03,114500.000000,115000.000000,112500.000000,113500.000000,113500.000000,262030
2018-12-04,114000.000000,115000.000000,113000.000000,113500.000000,113500.000000,264857
2018-12-05,112000.000000,115000.000000,111500.000000,114500.000000,114500.000000,222316
2018-12-06,115000.000000,117500.000000,114500.000000,116000.000000,116000.000000,396531
2018-12-07,116500.000000,117000.000000,112000.000000,114500.000000,114500.000000,354995
2018-12-10,113000.000000,113500.000000,110000.000000,111000.000000,111000.000000,331087
2018-12-11,110000.000000,110500.000000,106500.000000,107000.000000,107000.000000,461496
2018-12-12,107000.000000,111000.000000,105500.000000,110000.000000,110000.000000,393740
2018-12-13,111500.000000,114500.000000,110500.000000,111500.000000,111500.000000,494887
2018-12-14,110500.000000,111500.000000,109000.000000,110000.000000,110000.000000,196803
2018-12-17,110000.000000,112000.000000,108500.000000,110500.000000,110500.000000,173155
2018-12-18,108500.000000,111000.000000,107000.000000,108500.000000,108500.000000,188963
2018-12-19,108500.000000,109000.000000,106000.000000,108000.000000,108000.000000,218497
2018-12-20,107000.000000,107000.000000,101000.000000,103000.000000,103000.000000,579446
2018-12-21,102500.000000,104500.000000,101000.000000,104500.000000,104500.000000,429650
2018-12-24,104500.000000,104500.000000,100000.000000,101000.000000,101000.000000,320266
2018-12-26,99000.000000,100500.000000,98000.000000,98500.000000,98500.000000,492532
2018-12-27,100500.000000,102000.000000,100000.000000,101500.000000,101500.000000,217247
2018-12-28,101000.000000,104500.000000,101000.000000,103000.000000,103000.000000,190847
2019-01-02,103500.000000,105000.000000,101500.000000,102000.000000,102000.000000,173462
2019-01-03,102500.000000,105500.000000,100500.000000,102500.000000,102500.000000,293989
2019-01-04,102000.000000,104000.000000,101500.000000,103500.000000,103500.000000,251728
2019-01-07,105000.000000,107000.000000,102000.000000,103000.000000,103000.000000,378153
2019-01-08,102500.000000,103000.000000,99500.000000,99900.000000,99900.000000,450462
2019-01-09,100500.000000,102500.000000,100000.000000,102000.000000,102000.000000,357096
2019-01-10,101000.000000,103000.000000,100500.000000,101000.000000,101000.000000,291573
2019-01-11,101000.000000,103500.000000,101000.000000,102000.000000,102000.000000,180561
2019-01-14,102000.000000,102000.000000,99800.000000,100000.000000,100000.000000,243305
2019-01-15,100000.000000,102500.000000,99500.000000,99900.000000,99900.000000,381581
2019-01-16,100500.000000,101000.000000,99800.000000,100000.000000,100000.000000,217209
2019-01-17,100000.000000,102000.000000,98500.000000,98500.000000,98500.000000,434803
2019-01-18,99000.000000,99900.000000,98900.000000,99600.000000,99600.000000,291588
2019-01-21,99900.000000,100000.000000,98700.000000,98800.000000,98800.000000,252620
